Country,Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating
US,data,,Training & placement in Business Analyst,https://www.indeed.com/company/Precision-Technologies-Corp/jobs/Training-Placement-Business-Analyst-899776dc2a1113ce?fccid=59ee6698a7dcef43&vjs=3,precision technologies corp," 
 Analyze and resolve data discrepencies before and after data uploads.
 Contribute to the building of complex data sets and conduct intricate data analysis based…
",Remote,"Employer
Active 2 days ago",3.7
US,data,,Social Media Data Analyst,https://www.indeed.com/rc/clk?jk=f6259358c2581009&fccid=a8f158f44e8fe1d8&vjs=3,"ClinicalMind, LLC"," 
 Use data and insights to craft stories.
 A track record of influencing business strategy with data (Required).
 The Social Media Data Analyst will maintain a deep…
","Remote in New York, NY 10038","Posted
Posted 30+ days ago",
US,data,,Litigation Data Specialist,https://www.indeed.com/rc/clk?jk=6d5b18a7ce17c7e7&fccid=a16b20a60574ae31&vjs=3,Gibson Dunn," 
 Coordinate closely with the Content, Intelligence and Client Development team to make sure that the data tagging approach remains consistent with their data…
","New York, NY 10166 
(Midtown area)","Posted
Posted 30+ days ago",3.7
US,data,,Entry level Business /Data Analyst,https://www.indeed.com/company/TRESUME/jobs/Entry-Level-Business-f3095ff4e041975d?fccid=8456b57e4d97ccb6&vjs=3,TRESUME," 
 Knowledge of data visualization software like Power BI, Tableau.
 We have multiple openings for *Business /Data Analyst's *Nationwide.*.
","Baltimore, MD","Posted
Posted 1 day ago",
US,data,,Reporting Analyst/Data Analyst,https://www.indeed.com/company/ITTrail-Blazers/jobs/Reporting-Analyst-Data-Analyst-fe05e2a779360a70?fccid=9b7a3049cfdb8a3c&vjs=3,ITTrail Blazers," 
 Ensure all data is validated from various sources.
 Develop reports; dashboards; data quality protocol.
 Data Analyst will be responsible for performing data…
","New York, NY 10007 
(Tribeca area)","Employer
Active 4 days ago",
US,data,,Senior Data Analyst (remote),https://www.indeed.com/rc/clk?jk=059f8f26ca96d759&fccid=7707621c92754acd&vjs=3,Ad Hoc Team," 
 Experience with data modeling, data warehouses, and data visualization best practices.
 This may include components of data analytics, data visualization, or…
","Remote in Brooklyn, NY","Posted
Posted 5 days ago",5.0
US,data,,Data Quality Specialist,https://www.indeed.com/rc/clk?jk=6f6ccad260f98788&fccid=bb0c672891002d42&vjs=3,Boston Medical Center," 
 Performs data collection and abstracting activities, data entry, submission of data and continuous quality improvement audits.
",Remote,"Posted
Posted 1 day ago",3.8
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=d9bd19709d15e423&fccid=887caf99ec3af58f&vjs=3,QuinStreet," 
 Develop a deep understanding of the related data sources and leverage them to inform business decisions.
 Excellent communication and presentation skills with…
","Remote in Foster City, CA","Posted
Posted 30+ days ago",3.1
US,data,,"Senior Associate, Visualization Data Engineer",https://www.indeed.com/rc/clk?jk=887d323bfdee0eb5&fccid=2dd390c3a48a7ed0&vjs=3,KPMG," 
 KPMG does not currently require partners or employees to be fully vaccinated or test negative for COVID-19 in order to go to KPMG offices, client sites or KPMG…
","New York, NY","Posted
Posted 30+ days ago",3.9
US,data,,Data Forensics Scientist,https://www.indeed.com/rc/clk?jk=2f1bb3237e69ca3b&fccid=3af6af647fba439a&vjs=3,"CAVEON, LLC"," 
 Curious and highly motivated to identify, investigate, and understand data anomalies.
 Strong statistical, mathematical, and data analysis skills including…
",Remote,"Posted
Posted 7 days ago",
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=ed40ee9fe22f27cf&fccid=2def7d54e58df8ff&vjs=3,Success Academy," 
 3+ years of analytical work experience modeling, interpreting, and visualizing data (e.g. data analyst, data science, data engineer).
","New York, NY 10005 
(Financial District area)","Posted
Posted 4 days ago",2.5
US,data,,Business Analyst,https://www.indeed.com/rc/clk?jk=1be9c3a9e09626a9&fccid=057abf3fd357e717&vjs=3,Barclays," 
 As a Barclays Business Analyst this is an exciting opportunity where you will be responsible for performing day-to-day duties pertaining to the Funding and…
","Hybrid remote in New York, NY 10019","Posted
Posted 10 days ago",3.9
US,data,,Data Science Associate (Remote),https://www.indeed.com/rc/clk?jk=baa9f2f660caba87&fccid=2c23f29fcd5c78da&vjs=3,pulseData," 
 Aside from supporting our data science model creation and data teams, you'll also assist the product team with growth opportunities.
","Remote in New York, NY","Posted
Posted 30+ days ago",
US,data,,Data Engineer - Entry Level,https://www.indeed.com/company/NEXT-LEVEL-BUSINESS-CONCEPTS-GROUP-LLC/jobs/Data-Engineer-8235418550062b53?fccid=6124a7af2518265e&vjs=3,NEXT LEVEL BUSINESS CONCEPTS GROUP LLC," 
 You will report to a data manager or another senior data team member.
 Transfer data from online computer files or database systems using keyboards, data…
","Hybrid remote in Phoenix, AZ 85016","Employer
Active 4 days ago",
US,data,,Principal Data Analyst,https://www.indeed.com/rc/clk?jk=3bf65bf97b587b52&fccid=f97367b3ac9546b1&vjs=3,NYC Careers," 
 Experience in data cleaning, merging disparate data sources, data analysis, data reporting, and visualization;
 Provide technical and analytical support by:
","Brooklyn, NY","Posted
Posted 2 days ago",2.5
US,data,,Entry Level Business Analyst (Training),https://www.indeed.com/company/PCS-GLOBAL-TECH/jobs/Entry-Level-Business-Analyst-d728f3f609add7e1?fccid=252beafbd99a6037&vjs=3,PCS GLOBAL TECH," 
 A bachelor’s degree in business analyst, data analyst, computer science or related field or a Master's degree.
 Managing competing resources and priorities.
","New York, NY","Posted
Posted 30+ days ago",3.3
US,data,,"Data Analyst, Education",https://www.indeed.com/rc/clk?jk=49d1f3adb2e4a0da&fccid=775db606113aaa5d&vjs=3,Riseboro Community Partnership," 
 Comprehensive understanding of data system administration, data collection, and monitoring; data analysis and reporting; data development and inquiry support;…
","Brooklyn, NY 11237 
(Bushwick area)","Employer
Active 2 days ago",3.3
US,data,,Data Entry Specialist (NYPNW01O),"https://www.indeed.com/company/Field-Control-Analytics,-Inc/jobs/Data-Entry-Specialist-b69fb4dcdbd6df8e?fccid=41724f64482a7999&vjs=3",Field Control Analytics Inc.," 
 Review discrepancies in data received.
 Enter variety of data using current technology.
 Prepare and sort documents for data entry.
","Brooklyn, NY 11207 
(Brownsville area)","Posted
Posted 12 days ago",
US,data,,Data Analyst 1 - 95091,https://www.indeed.com/company/NYS-Department-of-Health/jobs/Data-Analyst-d6a4feb8a8549931?fccid=8f4010e7ea9ad828&vjs=3,NYS Department of Health," 
 Non-competitive: bachelor’s degree in data or computer science, informatics, economics, statistics, mathematics, or a related field, and either: satisfactory…
","Albany, NY","Posted
Today",3.9
US,data,,Cryptocurrency Algorithmic Trader,https://www.indeed.com/company/Think-Big-Exit/jobs/Cryptocurrency-Algorithmic-Trader-b63f2b2a823d34bf?fccid=df8c6ccdfee49c3f&vjs=3,Crypto Trading Firm," 
 Analyze potentially large data sets to understand and predict markets.
 Design and implement trading strategies within the cryptocurrency markets, including…
",Remote,"Posted
Posted 30+ days ago",
US,data,,Trauma Data Analyst,https://www.indeed.com/rc/clk?jk=8ca72697ab0b20e5&fccid=f9a5fd7b79cec60f&vjs=3,Richmond University Medical Center," 
 Ability to utilize the standard word, excel, power point to perform data analysis.
 The Trauma Data Analyst will be working under the trauma program manager to…
","Staten Island, NY 10310 
(New Brighton area)","Posted
Posted 3 days ago",3.6
US,data,,Data Analyst Manager,https://www.indeed.com/company/Tapestry-Health/jobs/Data-Analyst-Manager-aab038576bcdeb84?fccid=61ae0e0d5db7eee9&vjs=3,Tapestry Health," 
 Expertise with data quality tools for data profiling, cleansing and standardization preferred.
 Partner with internal and external customers to understand and…
",Remote,"Employer
Active 6 days ago",3.5
US,data,,Data Analyst (Temporary),https://www.indeed.com/rc/clk?jk=c7c0f13a7402a7d2&fccid=daeffefe4393cdb0&vjs=3,New York Post," 
 Liaise with key stakeholders to build and maintain custom dashboards, reports, and data analysis decks and fulfill ad-hoc data requests through data…
","Hybrid remote in New York, NY","Posted
Posted 7 days ago",4.1
US,data,,IT Data Application Support Associate,https://www.indeed.com/rc/clk?jk=b37c2c3d9574a36a&fccid=2c6850e24c8a2811&vjs=3,Federal Reserve Bank of New York," 
 Experienced leading escalation and support issues for production data applications.
 Excellent Knowledge of data analytics, web, middleware and database…
","Hybrid remote in New York, NY","Posted
Posted 20 days ago",4.1
US,data,,Data Scientist_Computer Vision,https://www.indeed.com/company/kani-solutions/jobs/Data-Scientist-Computer-Vision-07d4221152568579?fccid=22363ba265dbde07&vjs=3,ABN Tech Corp," 
 Solid knowledge of various Image Filtering, Binary Morphology, Perspective / Affine transformation, Edge Detection, and Tracking.
","Santa Clara, CA","Employer
Active 6 days ago",
US,data,,Data Collection Operator,https://www.indeed.com/rc/clk?jk=a0343e328ad77b91&fccid=c1099851e9794854&vjs=3,Apple," 
 You have experience operating hands on data collections / user studies at scale, and know how to leverage critical observational skills while gathering data.
","Cupertino, CA","Posted
Posted 6 days ago",4.1
US,data,,Senior Data Analyst,https://www.indeed.com/rc/clk?jk=00c433f4a431f5b6&fccid=226448fedf3d88a5&vjs=3,LeafLink," 
 Experience working with dbt for data modeling and diagnosing weirdness in data.
 Experience working in a modern data stack environment (preferably built on AWS).
","Remote in New York, NY","Posted
Posted 19 days ago",
US,data,,"Data Scientist(R,Python,Linux,Biobank,NHS data,EHR-phenotyping)",https://www.indeed.com/company/Tellus-Solutions/jobs/Data-Scientist-b0c19a1222d88c32?fccid=def1eacd3dd4aba0&vjs=3,Tellus Solutions," 
 EHR / UK bio bank data.
 A technical and innovative role that partners with statistical programming, clinical analytics, standards, statistics, data science and…
",Remote,"Employer
Active 2 days ago",4.1
US,data,,HP Data Analyst II,https://www.indeed.com/company/2020-Companies/jobs/HP-Data-Analyst-f0db4bb4c7d9cff1?fccid=df0b5543555cb619&vjs=3,2020 Companies," 
 Structure large data sets, create data visualizations, and extrapolate information that can be converted into actionable client recommendations.
","Remote in Dallas-Fort Worth, TX","Posted
Just posted",3.8
US,data,,"Diversity, Equity and Inclusion (DE&I) Data Analyst",https://www.indeed.com/company/Mitsubishi-Chemical/jobs/Diversity-9ebd50bfb6c5c764?fccid=66d7603179ba5b0e&vjs=3,Mitsubishi Chemical America," 
 Strong data visualization skills coupled with the ability to routinely manage large data sets.
 Translates data into written reports, tables, graphs, and charts,…
",Remote,"Posted
Posted 10 days ago",3.2
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=7c1b5a0c83e8b41a&fccid=56e37881a6eea444&vjs=3,Logicalis," 
 Works with stakeholders on data requirements, data analytics, and actions that transform data into desired business outcomes.
",Remote,"Posted
Posted 30+ days ago",3.5
US,data,,Data Scientist,"https://www.indeed.com/company/Abundiant,-LLC/jobs/Data-Scientist-33e7133cf4bbb32e?fccid=830094afab0bcde4&vjs=3","Abundiant, LLC"," 
 Experience working with travel vendors and travel data, a plus, but not required.
 Strong ability to present data-focused insights, visualizations, solutions,…
","Remote in Houston, TX","Employer
Active 1 day ago",
US,data,,Data Entry Associate,https://www.indeed.com/rc/clk?jk=8c95efec443112e5&fccid=dd616958bd9ddc12&vjs=3,ICAM USA International," 
 Reviews data entered against the original source documents for accuracy and corrects any data entry errors or duplications.
",Remote,"Posted
Posted 30+ days ago",
US,data,,Data Aide 1,https://www.indeed.com/rc/clk?jk=9a33ac2071c21efe&fccid=1ba7f338730ce720&vjs=3,Stanford University," 
 May convert data from one electronic system to another.
 Recognize, question, and detect anomalies from distinguishable data patterns on charts or other forms of…
","Remote in Stanford, CA","Posted
Posted 30+ days ago",4.2
US,data,,"Data Scientist, Quant Modeling - USDS",https://www.indeed.com/rc/clk?jk=8e179ad25f91d97d&fccid=caed318a9335aac0&vjs=3,TikTok," 
 2+ years of experience in data engineering (data ingestion, data integration, data analysis, data modeling, ETL).
 Proficiency in SQL, Python / R.
","Mountain View, CA","Posted
Posted 26 days ago",3.5
US,data,,Associate Data Scientist (Remote),https://www.indeed.com/rc/clk?jk=ed049e257cffa737&fccid=6116b77c1a5422c4&vjs=3,Freenome," 
 Improve and maintain data pipelines to process preanalytical and clinical data for machine learning applications.
 Life science background strongly preferred.
","Remote in South San Francisco, CA","Posted
Posted 18 days ago",
US,data,,Jr. Data Analyst,https://www.indeed.com/rc/clk?jk=3431753fef1de31b&fccid=19a0fad134659d8e&vjs=3,AlphaStaff," 
 Create data visualizations and dashboards.
 Structure large data sets to find usable information.
 Collaborate with team members to collect and analyze data.
",Remote,"Posted
Posted 3 days ago",3.8
US,data,,Senior Data Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuNJ_sHeBPLXGURajz_lyKE1T7AkKn5TAWHSrtmCNHY3OdQSJLzId35fMnDUNsNlru5jTLpcdNbT99Ohb2a00OnYKICshTjacofGoO-AKkYBsaYqVdrSgtkGzqXclgAS3M7wSy2aIA6cWDS4Vm3NDFZ4dk_ckm9zoBdPPrqrWXOO_Il-IRb-opLeWKZ5rZ08i7Kqiklw55teMiCiqxoVxdnXczzhrHjI3CkRJWjQ4_AkUFmyVzNbKEBF_dvcHqytWU3BgkkdF-dfXLteXZLPZ1JfNxTuuFDKWGOKbSMmHLa-2g98kJku80j0a2CELUHWA-XGUWyw4aTzwvG4b6fZvQCEnMwlSRpTmPVEzmjlJ-6UkVXm-NoGnDDDvhHa2tEnL1TZYx9ejidPlwc9Hw7Iu735Q1WWEFBaOikqzFrf0T3j9P7wzfOHp4KhHZImgb9UGMHkSZzCWxHQVYucn_S06Xl48su7DXEYva0gzhq_aXwDogaSTkZQrN76rUKBfifLHFlb0-bPbVVA==&xkcb=SoBn-_M3SuvIM6xSaZ0JbzkdCdPP&p=12&fvj=1&vjs=3,New Post Search," 
 Experience with a wide variety of data storage and tools (SQL, Pandas, Elasticsearch & Kibana, Snowflake).
 The fund has roughly 20 Billion in assets and trades…
","New York, NY 10022 
(Midtown area)","Posted
Posted 6 days ago",
US,data,,Data Collector Full Time,https://www.indeed.com/rc/clk?jk=aece02ec3f5c0502&fccid=ad84136f89d5076f&vjs=3,Advantage Solutions," 
 0-2 years of experience in data collection.
 The Data Collector position will work with management, finance, and/or clients to capture various retail data.
","Brooklyn, NY 11223 
(Gravesend-Sheepshead Bay area)","Posted
Posted 25 days ago",3.4
US,data,,Data Scientist - Machine Learning,https://www.indeed.com/rc/clk?jk=d960895a9ec2f024&fccid=993be2c19dc26b1f&vjs=3,Underdog Fantasy," 
 Industry experience working with large scale data.
 Familiarity with large-scale data processing and distributed systems.
 16 weeks of fully paid parental leave.
","Remote in Brooklyn, NY","Posted
Posted 30+ days ago",
US,data,,Data Scientist - Quality and Safety - REMOTE,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DHKbu08SQ7hgZmL6_rZ-QabfWHzI7jN8Mhszu7hlfL8WpatY1eeGiLZWSu9aANM0N8JwXxmdtJ_IVAe5AUydyZTWK4Q0dJzHZgbunocZQvyq7zz7kPPwgY6d1OHx9_4tXLTnZCwufMtVm8umOv_H8qXpaUzV_zQ6HnkW4WCNbu93GWSYU1Lo42pN2nleHRk9xxFBGwpDr9grwz-sWQTowF5HUovrL08nH1GOzocRaWpTM7AYmqpFOlH7b4KLDFkeSkGb2swE3YopKk1JoibGnHbL8f5PNHVfbLteIDYpt4cMdmAfFp-YfJ2WMxw9p7puqpIjmO4e3b_7BHyn--Od-UFoMBfjobL-B0wAYlakXPhioxmWKuWZ3MnL-ofcL6h0q6yzduNU3AOMbCV1PAs9LQVd6CIYFKfDYMqC3p1paZV1Zg6AWlrFtFCIbIKzWskucTBq5Cc-P3BSSQ6rd8-l3RNIYJIqQzgcbY8LlIufJhgMcBS4UrBY6BRvQ0p7YW7Xd7rJtpaJ5IapcBM3ZJ_vvdfhkj1zplZPNENdOhUAazhrlBvMzQg5U5uwLIgmguyn4VTOMXgT95zk-aUGvhx--J3lg-wIBax-PPLAnpWjqQ1CrNNSmQmjXP1qzplW0eYI7h9lTlq9jbuQD65HDCltiH2PYGXxcGeQo=&xkcb=SoCg-_M3SuvHfVWaUJ0LbzkdCdPP&p=0&fvj=0&vjs=3,MEDSTAR HEALTH," 
 Uses software analysis tools such as SAS, R, Python, SQL and data visualization tools to report, analyze and interpret healthcare data; provides data support…
","Remote in Washington, DC 20008","Posted
Posted 30+ days ago",3.6
US,data,,Data Insights & Visualization Specialist,https://www.indeed.com/rc/clk?jk=a86ce456e3a7ce02&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company," 
 Ensure quality data creation, presentation, and data flow across systems.
 Minimum 4+ years of experience in BI visualization, data analysis, and data profiling…
",United States,"Posted
Just posted",4.1
US,data,,Associate Data Collection Specialist,https://www.indeed.com/rc/clk?jk=4ee4e21fd2258ae5&fccid=2af26e4d031ab218&vjs=3,Intrado," 
 One year data collection or data entry experience preferred.
 Minimum one year clerical, data entry or customer service experience preferred.
",Remote,"Posted
Posted 6 days ago",
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=43efec63b97b9e14&fccid=1b70093c8dbeda5a&vjs=3,McKinney," 
 Media channels, which generates terabytes of data we can leverage to understand customer behavior.
 Knowledge working with data and machine learning techniques…
","New York, NY","Posted
Posted 30+ days ago",3.5
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=b39c43fb454654a2&fccid=30c6e860b791f73d&vjs=3,Long Island University," 
 Capacity to present data in comprehensible formats is important, as is the capacity to discern the “story” the data tell.
","Brookville, NY 11548","Posted
Posted 10 days ago",3.9
US,data,,Project Manager - Data Analytics,https://www.indeed.com/rc/clk?jk=4510631684545e7a&fccid=848e72c84ce4a7a7&vjs=3,NYU Langone," 
 Collaborate with internal teams to clean and standardize safety and compliance data from various resources, and spot anomalies on the data collection processes.
","New York, NY 10016 
(Tudor City area)","Posted
Posted 18 days ago",4.1
US,data,,Clinical Data Abstractor,https://www.indeed.com/rc/clk?jk=d19b6d22f286e9f6&fccid=9701ffc02fb6b840&vjs=3,Mendel," 
 In creating depth and breadth for a patient's health record journey, Mendel enables the right care delivered at the right time to the right person.
","Remote in San Jose, CA 95126","Posted
Posted 30+ days ago",
US,data,,Healthcare Data Scientist II,https://www.indeed.com/rc/clk?jk=cb0e6d387584dc37&fccid=6e74789a3fff4229&vjs=3,Albany Medical Center," 
 The Healthcare Data Scientist will recommend and exemplify best practices for data governance inclusive of data management, data curation, data quality, and…
","Remote in Albany, NY 12208","Posted
Posted 10 days ago",3.6
US,data,,Business Analyst,https://www.indeed.com/rc/clk?jk=38131a2e0b45424c&fccid=6534136b629111eb&vjs=3,Cyber Tech Group," 
 Keen eye for spotting data trends;
 Candidates can look forward to regular client contact, a role in business development and proposal writing/methodology…
","Brooklyn, NY","Posted
Posted 30+ days ago",
US,data,,Data Entry Clerk,https://www.indeed.com/rc/clk?jk=8cb5345e0afc3128&fccid=0bab047950c603b2&vjs=3,Housing Works," 
 Maintain data integrity by doing regular data review and clean-up.
 This position requires considerable amounts of data entry, as well as the ability to…
","Brooklyn, NY 11201","Posted
Posted 12 days ago",3.6
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=f35a14f206c97309&fccid=dfecc8bbe451f8c2&vjs=3,Ivy Tech Solutions inc," 
 Partner with data consumers to facilitate adoption of new data solutions.
 Identify data gaps and lead cross functional teams(Architects, Engineers, Business) to…
",Remote,"Posted
Posted 30+ days ago",4.5
US,data,,Data Scientist,https://www.indeed.com/company/GTA-(Global-Technology-Associates)/jobs/Data-Scientist-7b03c0f4e9b54405?fccid=5db15845914e1098&vjs=3,GTA (Global Technology Associates)," 
 Uses data mining and data analysis tools.
 Reviews and validates data loaded into the data warehouse for accuracy.
 What you will be doing as a Data Scientist*.
","Reston, VA","Posted
Today",
US,data,,Staff Data Engineer,https://www.indeed.com/company/Eaze/jobs/Staff-Data-Engineer-5192fb3d2e80771c?fccid=630ae484c31d1d9f&vjs=3,Eaze," 
 Partner with product managers, data scientists, and engineers to solve problems that require data.
 5+ years of experience of data engineering or engineering…
",Remote,"Posted
Posted 14 days ago",2.9
US,data,,Senior Analyst Medical Data,https://www.indeed.com/rc/clk?jk=e38a5f1337689f3a&fccid=4d5d694743c295fc&vjs=3,NewYork-Presbyterian Hospital," 
 Weekends (United States of America).
 See the widest variety of cases.
 Inpatient Coder - HIM - Part Time - Remote or Onsite.
","Manhattan, NY 10065 
(Upper East Side area)","Posted
Posted 5 days ago",4.1
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=4ecbe9900ed10c69&fccid=7c07af204e67482c&vjs=3,Teachable," 
 Assisting with data prep and statistical analyses.
 At least one year of experience in a professional role as a data or business analyst using SQL to produce…
",Remote,"Posted
Posted 30+ days ago",3.0
US,data,,Data Scientist,https://www.indeed.com/company/SNVETECH-LLC/jobs/Data-Scientist-4c04dfb50d3baa30?fccid=0009c5af3cc589c3&vjs=3,SNVETECH LLC," 
 2 years of data governance and working within data security groups.
 Developing and applying data models to improve the collection and analysis of data.
",Remote,"Posted
Today",
US,data,,Data Engineer/Data Analyst,https://www.indeed.com/company/Amaze-Systems/jobs/Data-Engineer-Data-Analyst-bb0c95aa242fe1f3?fccid=538f7506b652da9b&vjs=3,Amaze systems," 
 The focus is now on building data models with dbt.
 The data analyst will create pipelines and dashboards for a given domain and use case at TuneIn.
","Remote in San Francisco, CA 94102","Posted
Posted 30+ days ago",
US,data,,Junior Business Analyst,https://www.indeed.com/company/ICSC/jobs/Junior-Business-Analyst-dee80f3f362574cf?fccid=101124bf673d3932&vjs=3,ICSC," 
 ICSC produces experiences that create connections and catalyze deals; aggressively advocates to shape public policy; develops high impact marketing and public…
","New York, NY 10019 
(Midtown area)","Posted
Posted 30+ days ago",3.3
US,data,,Head of Data Science,https://www.indeed.com/rc/clk?jk=aaaaacf43f1c4e8e&fccid=caa54e7c6c4efc29&vjs=3,Citizen," 
 Strong communication skills: ability to tell a story with data and adjust communication based on audience understanding of data.
","Remote in New York, NY","Posted
Posted 26 days ago",
US,data,,Impact Data Coordinator,https://www.indeed.com/rc/clk?jk=f228e21637c2cf6a&fccid=3ab1ce7b56809e42&vjs=3,Family Reach Foundation," 
 High data literacy and experience with quantitative data, experience with qualitative data a plus.
 Identify opportunities to improve data collection and quality…
",Remote,"Posted
Posted 5 days ago",
US,data,,Data Engineer,https://www.indeed.com/rc/clk?jk=e9b641dd18f60440&fccid=95017b1ea538d543&vjs=3,Worldgate LLC," 
 Developing, maintaining, and testing infrastructures for data generation to transform data from various structured and unstructured data sources.
","New York, NY 10001 
(Chelsea area)","Posted
Today",
US,data,,Data Engineer,https://www.indeed.com/rc/clk?jk=291ad85ab00e14e9&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health," 
 Experience in architecting data warehouses and/or data lakes with traditional database enterprise-class RDBMS technologies.
","New York, NY 10060 
(Chelsea area)","Posted
Posted 16 days ago",3.9
US,data,,Data Specialist (SQL),https://www.indeed.com/rc/clk?jk=b8ecfef8a22c18bc&fccid=e8bdaeee66f29789&vjs=3,Focus School Software," 
 Correct data issues using SQL queries.
 The ideal canidate will have past job experience in analyzing reports to confirm they meet exacting specifications.
","Remote in Saint Petersburg, FL","Employer
Active 17 days ago",3.0
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=45b84e5ab4a9f1e6&fccid=c3123dfd9a39895a&vjs=3,Symetra," 
 Experience with data modeling and working with large-scale data.
 Analyze complex, high-volume, high-dimensionality data from varying sources using a variety of…
","Bellevue, WA 98004 
(Downtown area)","Posted
Posted 30+ days ago",3.2
US,data,,Data Entry Clerk / Warehouse clerk,https://www.indeed.com/company/ITTrail-Blazers/jobs/Data-Entry-Clerk-7b03fa284cf5fe70?fccid=9b7a3049cfdb8a3c&vjs=3,ITTrail Blazers," 
 The ideal candidate must possess strong organizational skills, keen attention to detail, excellent communication skills, a high level of initiative, and the…
","Brooklyn, NY 11222","Employer
Active 3 days ago",
US,data,,Document Specialist,https://www.indeed.com/company/Salem-Infotech/jobs/Document-Specialist-cb06849d4598bef6?fccid=5de868b5a4bbb22e&vjs=3,Salem Infotech," 
 Process and create bar code sheets for the priority and non-priority documents by performing data entry into the Claims Management System (CMS) for…
",Remote,"Employer
Active 3 days ago",
US,data,,Data Privacy Specialist,https://www.indeed.com/rc/clk?jk=7a7a0b3b92429f69&fccid=6588d6ed738320fc&vjs=3,Rakuten," 
 Monitoring privacy and data protection developments, as relevant to our industry and business initiatives.
 Also eligible for hire in Chicago, IL, Salt Lake City…
","New York, NY","Posted
Posted 30+ days ago",
US,data,,Data Governance Analyst,https://www.indeed.com/company/Soho-SQS/jobs/Data-Governance-Analyst-832b6295a92cd896?fccid=aa7cc8dbbe0a2ce1&vjs=3,Soho SQS," 
 Ensure the appropriate use of the archer data management platform.
 The Product Owner will be responsible for project management, business and data analysis…
","New York, NY 10001 
(Chelsea area)","Posted
Posted 30+ days ago",
US,data,,Benefit Operations Specialist - Data - San Jose,https://www.indeed.com/rc/clk?jk=6e07d999cda39bed&fccid=caed318a9335aac0&vjs=3,TikTok," 
 Conduct periodical audits to ensure the data integrity across platforms (HRIS, Benefits Admin system, payroll system, and other vendor platforms);
","San Jose, CA","Posted
Posted 23 days ago",3.5
US,data,,Supply Chain Database Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BVVjiO4Re_H-wA-lK2xlF7sNqQqss2OWnZmMcCEmZ0rP9uRXJyO_VVvHYdBtvMZ76mCONnVDIjpVlwU7-AsMzKXhURfI-tpumpo3mYR9sGQ-OnMVdVi0SIeJzRmRM4GqcYlg8_ovIpJdvPmbt43ZHII7FxjUqpqNiVrIuInP5U-kuRpWjmavKy5BoWYFWe4AfjWGTOwMEwS6-1RCpb5YIePesZsnir22SmJgvSCwziFJfNaj_zaCSDpkbpCUOxVRXZXyhU4upGLzTlFkeKb6Q36_MlUJBzjw0-3kXapmzCLh5hPYNFrcbCKfcXDm186sLvtFO8Mon0p0miU-Nz0S_vBRWYzu16r0HIBcrTKueineu745_w9cW3LiTk2WFcunvqjjjHj_YPaqgP2eB3Q7yWgtVOfthumU-KFqRdefsgwkavGLUmWjdBZ7n8VfBo8sszzTDPjcIeQZ0VGJJSPEpKJz3AO39OXpc162Wexi7oE4V1jqgk9po7l7ouQKit_MWq1SjQEz9gzVUQf6K7eahA3HUoiwh3X84uBGGQ_uwwQQ==&xkcb=SoBH-_M3SuvGuKxSRR0NbzkdCdPP&p=14&fvj=1&vjs=3,DSquared," 
 $53-$57 per hour*.
 One of NYC’s most prestigious high end hospital/healthcare conglomerates seeks degreed individual with 4+ years combination supply chain and…
","New York, NY 10019 
(Midtown area)","Posted
Posted 30+ days ago",
