Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time
data,,"AWS Data Engineer at Miami, FL || Onsite role",https://www.indeed.com/company/Cat-software-service/jobs/Aws-Data-Engineer-At-88a16a111919b1b2?fccid=e497ab2d4dc4f4d9&vjs=3,Cat software service," 
 Lead Engineer with 10 years of hands-on experience in Data Migration transformation programs with *Oracle/MySQL, PL/SQL, SQL queries in AWS*.
","Miami, FL 33122 
(Miami International Airport area)","Employer
Active 17 days ago",,2023-03-13
data,,Business Analyst:,https://www.indeed.com/rc/clk?jk=eb46487c54afa556&fccid=32598386195293ea&vjs=3,BI Labs," 
 Develop and prepare documents for the design of solutions that meet system and security requirements, including the selection of alternative approaches.
","Brooklyn, NY
+2 locations","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=a6922405fda1f102&fccid=8c9bc4383199682b&vjs=3,Raag Solutions LLC," 
 Foundational: Work with engineering to identify data needs for new initiatives and make sure the data pipeline is built.
","Cupertino, CA","Posted
Posted 5 days ago",,2023-03-13
data,,Data Partnership Data Analyst,https://www.indeed.com/rc/clk?jk=39ae1bd8b3cdf396&fccid=aad03946f64a0ca3&vjs=3,Hastings Direct," 
 Collaborating with other areas of our department to bring a new data source to life.
 Perusing our reports for a lead that you can chase down.
",Remote,"Posted
Posted 11 days ago",3.4,2023-03-13
data,,Senior Data Analyst,https://www.indeed.com/rc/clk?jk=97588163552e179e&fccid=848e72c84ce4a7a7&vjs=3,NYU Langone," 
 Guide and support the harmonization of data elements, study designs, data processes and analysis.
 Demonstrated experience with data standards and ETL.
","New York, NY 10016 
(Tudor City area)
+2 locations","Posted
Posted 13 days ago",4.1,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=ed40ee9fe22f27cf&fccid=2def7d54e58df8ff&vjs=3,Success Academy," 
 3+ years of analytical work experience modeling, interpreting, and visualizing data (e.g. data analyst, data science, data engineer).
","New York, NY 10005 
(Financial District area)
+1 location","Posted
Posted 4 days ago",2.5,2023-03-13
data,,Senior Data Analyst,https://www.indeed.com/rc/clk?jk=ad05e4c8e25fc02d&fccid=5c9de1aedf73e3b6&vjs=3,Warner Music Group," 
 You will report centrally to the Chief of Staff, and work with various data tools and support teams to bring data into the fabric of day to day operations.
","Remote in New York, NY","Posted
Posted 16 days ago",4.1,2023-03-13
data,,Business Analyst,https://www.indeed.com/rc/clk?jk=4409a5b34c8654e2&fccid=ef0d3be5ab8cbb10&vjs=3,Align," 
 Align is looking for a recent graduate starting out in the Business field with a strong aptitude for an interest in the Finance/Accounting/Business…
","Hybrid remote in New York, NY","Posted
Just posted",3.5,2023-03-13
data,,Data Engineer I - Institute for Health Equity Research,https://www.indeed.com/rc/clk?jk=08c75e8654de7408&fccid=c007936ceb766fe5&vjs=3,Mount Sinai," 
 Facilitates data collection from a variety of different sources, getting it in the right formats, assuring that it adheres to data quality standards, and…
","New York, NY
+3 locations","Posted
Posted 30+ days ago",3.7,2023-03-13
data,,Data Modeling Analyst (Hybrid),https://www.indeed.com/rc/clk?jk=0093c7b1be3969fa&fccid=49bacaf9ea5daa22&vjs=3,Radian," 
 Perform data exploration and analysis on structured and unstructured data sets.
 Create economic data sets and perform scenario and stress testing of models.
","New York, NY 10016 
(Murray Hill area)","Posted
Posted 30+ days ago",3.6,2023-03-13
data,,Healthcare Analyst - Operations Data Analyst,https://www.indeed.com/company/Alignment-Healthcare/jobs/Healthcare-Analyst-5f2e851b6d4e1b1a?fccid=b671a434bbdb37f3&vjs=3,Alignment Healthcare," 
 Provide data analysis expertise and strategic input to the development of clinical programs.
 As a Data Analyst for the operations team, you will assist in…
","+1 location
Remote","Posted
Posted 30+ days ago",2.8,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/DONIA-LLC/jobs/Data-Analyst-ee532334d68e5173?fccid=d6f53535c965a8e1&vjs=3,DONIA LLC," 
 Renewing and updating documentation on our existing PowerBI inventory.
 Updating SQL scripts for existing PowerBI reports.
 3 years of experience with Python.
","Brooklyn, NY 11201","Posted
Posted 30+ days ago",4.8,2023-03-13
data,,Criminal Data Entry Analyst (REMOTE),https://www.indeed.com/rc/clk?jk=4ee48b0528c6b1e7&fccid=e0fedebfee0b3cad&vjs=3,"InfoMart, Inc."," 
 A background in clerical/data entry and 10-key is preferred.
 Report accurate data to InfoMart’s clients in order to foster a strong client-service-provider…
","Remote in Marietta, GA 30067","Posted
Posted 30+ days ago",3.1,2023-03-13
data,,"Data Analyst, Education",https://www.indeed.com/rc/clk?jk=49d1f3adb2e4a0da&fccid=775db606113aaa5d&vjs=3,Riseboro Community Partnership," 
 Comprehensive understanding of data system administration, data collection, and monitoring; data analysis and reporting; data development and inquiry support;…
","Brooklyn, NY 11237 
(Bushwick area)
+1 location","Employer
Active 2 days ago",3.3,2023-03-13
data,,Data Processing Specialist,https://www.indeed.com/company/FAIR-Health-Inc/jobs/Data-Processing-Specialist-e31b16210ed14b6e?fccid=113712fa84787673&vjs=3,FAIR Health Inc," 
 Understanding of healthcare data and analyses, including but not limited to medical claims data.
 Experience working as a data processing analyst, process…
","+1 location
Remote","Posted
Just posted",,2023-03-13
data,,Data Mgmt Admin Specialist (Data Specialist Business Analysis) Levels 1-4,https://www.indeed.com/rc/clk?jk=fe5c31b727fe525a&fccid=0cc7e6bf8ac0b24f&vjs=3,Metropolitan Transportation Authority," 
 Work with large data sets to conduct exploratory data analysis, using error metrics to assess the effectiveness and accuracy of data sources and data gathering…
","New York, NY 10004 
(Financial District area)
+5 locations","Posted
Posted 5 days ago",4.0,2023-03-13
data,,Information Specialist(Data Entry/Medical Information entry)(12+months),https://www.indeed.com/company/Tellus-Solutions/jobs/Information-Specialist-e2ef39bd255658d0?fccid=def1eacd3dd4aba0&vjs=3,Tellus Solutions," 
 Accurate and timely processing of high volume of medical data within required timeframes to ensure regulatory compliance.
 Job Types: Full-time, Contract.
","+1 location
Remote","Employer
Active 2 days ago",4.1,2023-03-13
data,,Power BI Data Visualization Developer,https://www.indeed.com/company/Vimerse-Infotech/jobs/Power-Bi-Data-Visualization-Developer-96ddf54d314dcfa0?fccid=01f693af3ce8859c&vjs=3,Vimerse Infotech Inc," 
 Strong experience sourcing data from a variety of sources (databases, flat files, data gateways, etc) for complex data modeling.
 Job Types: Full-time, Contract.
","Hybrid remote in Melville, NY 11747","Employer
Active 6 days ago",,2023-03-13
data,,Clinical Data Analyst,https://www.indeed.com/rc/clk?jk=58116acf6e2106e3&fccid=ff707404f3ba0ae9&vjs=3,SUNY Downstate Medical Center," 
 Work off-hours to facilitate the management and reporting of IC data.
 2 to 4 years of experience in an analytical role specializing in health-related data.
","Brooklyn, NY 11203","Posted
Posted 30+ days ago",3.9,2023-03-13
data,,Data Quality Specialist,https://www.indeed.com/rc/clk?jk=616f3f54a4c560b2&fccid=1e1b063b57efdd06&vjs=3,RLDatix," 
 Review completed data entry to ensure accuracy.
 Assign data entry tasks to support new applicant requests.
 This position is responsible for monitoring requests…
",United States,"Posted
Posted 12 days ago",3.1,2023-03-13
data,,Associate Search Data Strategist,https://www.indeed.com/rc/clk?jk=fbd5c2e6504eb58e&fccid=159b449968878fe5&vjs=3,Botify," 
 Support customers in interpreting data and deriving insights, and advise on SEO concepts and solutions.
 Deliver dedicated trainings based on our customers’ data…
","New York, NY","Posted
Posted 3 days ago",,2023-03-13
﻿data,,Sports Data Operator,https://www.indeed.com/rc/clk?jk=5dd3c20d9a6b6ce2&fccid=8eb6e636b039823c&vjs=3,Sportradar," 
 Full data collection training included.
 Providing real-time data in an exciting work environment.
 Attend games and collect data in venue, in real time.
",Remote,"Posted
Posted 25 days ago",4.2,2023-03-13
data,,Marketing Data Analyst,https://www.indeed.com/rc/clk?jk=ca10407a88b1b2de&fccid=978d9fd9799d55a8&vjs=3,PayPal," 
 Partner with engineers and data scientists to guide the construction of complex data structures and multi-system processes.
","New York, NY
+1 location","Posted
Posted 30+ days ago",3.9,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=48e7ad63041d7b24&fccid=a1a7fa324a360879&vjs=3,Kontakt.io," 
 Modelling stochastic real-time data series.
 Using machine learning and cloud technologies to enable data science capabilities at scale.
","Hybrid remote in New York, NY","Posted
Posted 30+ days ago",,2023-03-13
data,,Master Data Specialist,https://www.indeed.com/rc/clk?jk=489fe0cc5b11df59&fccid=8e2946f10f334da4&vjs=3,Richemont," 
 Provide assistance with finance and accounting master data.
 Perform regular analysis of master data records to identify inconsistencies and facilitate cleansing…
","New York, NY
+1 location","Posted
Posted 5 days ago",3.8,2023-03-13
data,,Data Entry,https://www.indeed.com/company/ELITE/jobs/Data-Entry-58a0ceade3379c7a?fccid=494063e611c7daef&vjs=3,Elite," 
 We are looking for a data entry specialist that will be part of a team that provides back office support and helps manage daily activities.
","Brooklyn, NY 11205 
(Fort Green area)
+3 locations","Posted
Posted 21 days ago",3.8,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/Purple-Drive-Technologies/jobs/Data-Analyst-cef3aac31471e9d7?fccid=b50885016c495d25&vjs=3,Purple Drive Technologies," 
 Should have good experience in Datamining and cleansing the data.
 Good understanding on the Extraction, Transformation and Loading of data from various sources…
","+3 locations
Remote","Employer
Active 2 days ago",3.8,2023-03-13
data,,Data Engineer,https://www.indeed.com/rc/clk?jk=e6fbe8fb460f63c8&fccid=086cb533b5438773&vjs=3,Komodo Health," 
 Helped implement continuous improvements to our data governance practices and implemented data quality improvements.
","Remote in New York, NY
+1 location","Posted
Posted 30+ days ago",2.8,2023-03-13
data,,Data Scientist,https://www.indeed.com/company/GTA-(Global-Technology-Associates)/jobs/Data-Scientist-7b03c0f4e9b54405?fccid=5db15845914e1098&vjs=3,GTA (Global Technology Associates)," 
 Uses data mining and data analysis tools.
 Reviews and validates data loaded into the data warehouse for accuracy.
 What you will be doing as a Data Scientist*.
","Reston, VA","Posted
Today",,2023-03-13
data,,Business Analyst,https://www.indeed.com/company/Vastek-Inc./jobs/Business-Analyst-98c7db72b81e4ef3?fccid=3190e61fe63a5e6a&vjs=3,Vastek Inc.," 
 SharePoint Online/SharePoint 2016/MS Teams knowledge.
 Experience writing documentation to be used by non-technical users.
","+2 locations
Remote","Employer
Active 14 days ago",,2023-03-13
data,,Data Scientist - Machine Learning,https://www.indeed.com/rc/clk?jk=d960895a9ec2f024&fccid=993be2c19dc26b1f&vjs=3,Underdog Fantasy," 
 Industry experience working with large scale data.
 Familiarity with large-scale data processing and distributed systems.
 16 weeks of fully paid parental leave.
","Remote in Brooklyn, NY","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Engineer/Data Analyst,https://www.indeed.com/company/Amaze-Systems/jobs/Data-Engineer-Data-Analyst-bb0c95aa242fe1f3?fccid=538f7506b652da9b&vjs=3,Amaze systems," 
 The focus is now on building data models with dbt.
 The data analyst will create pipelines and dashboards for a given domain and use case at TuneIn.
","Remote in San Francisco, CA 94102","Posted
Posted 30+ days ago",,2023-03-13
data,,Marketing Data Scientist,https://www.indeed.com/company/MyPlanAdvocate/jobs/Marketing-Data-Scientist-edcb96213ff1dfc2?fccid=0a7bcfbea78ef0dc&vjs=3,MyPlanAdvocate," 
 Assess the effectiveness and accuracy of new data sources and data gathering techniques.
 You have experience using a variety of data mining/data analysis…
","+2 locations
Remote","Employer
Active 7 days ago",2.6,2023-03-13
data,,Data Operations Analyst,https://www.indeed.com/rc/clk?jk=5540cbfc09adf279&fccid=67fbdb0463ba7ad3&vjs=3,Altus Group," 
 In this position, you will play a critical role in improving the firm's data quality by working to establish data quality metrics and conducting analysis of the…
","Hybrid remote in New York, NY","Posted
Posted 30+ days ago",2.7,2023-03-13
data,,Data Engineer/Data Analyst,https://www.indeed.com/company/Innova-Solutions-Inc./jobs/Data-Engineer-Data-Analyst-8928f0ad5bd39866?fccid=b902c6a0b4eaeed2&vjs=3,Innova Solutions Inc.," 
 The person will have a mix of highly technical data quality controls development, data analysis and reporting responsibilities to include writing complex SQL…
","Hybrid remote in Richmond, VA 23229","Employer
Active 17 days ago",4.0,2023-03-13
data,,Data Specialist,https://www.indeed.com/rc/clk?jk=17ca0c563b1cefe8&fccid=25d7fb55b11bba8a&vjs=3,M3 USA," 
 Must have experience entering data into a database.
 Adding medical schools to the database and finding main contacts.
 1+ year of industry experience is a plus.
",Remote,"Posted
Posted 30+ days ago",3.1,2023-03-13
data,,Data Engineer 1,https://www.indeed.com/rc/clk?jk=ea8c8f7f70a7a0a1&fccid=db892fe733ea5557&vjs=3,Above Lending," 
 Create and monitor data connectors from raw data sources to our Snowflake data warehouse.
 Create tests, troubleshoot failures, and ensure data quality for…
","Remote in Chicago, IL","Posted
Posted 21 days ago",2.3,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/TwentyFirst/jobs/Data-Analyst-913d86dd3c4cf29c?fccid=6af30b4eee9a546a&vjs=3,"Longevity Holdings, Inc"," 
 Maintains data security and confidentiality of all activities.
 Solid problem solving, analytical skills, and data curiosity.
","Hybrid remote in Minneapolis, MN 55402","Posted
Posted 6 days ago",,2023-03-13
data,,Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=d481a53712856322&fccid=98318de9a68e36bc&vjs=3,"WhirlWind Technologies, LLC"," 
 Automate data collection from various external data sources and data type.
 Develop methods and procedures for collection and analysis of data from several data…
",Remote,"Employer
Active 6 days ago",4.4,2023-03-13
data,,Marketing Data Analyst,https://www.indeed.com/rc/clk?jk=6bd2e1336c930a1f&fccid=353eb997fc901045&vjs=3,Veeva Systems," 
 Develop insights using advanced data analysis techniques, predictive modeling, and data visualization.
 Use data to make patient behavior discoveries.
","New York, NY","Posted
Posted 30+ days ago",3.7,2023-03-13
data,,Data Operations Engineer,https://www.indeed.com/rc/clk?jk=876d41e040a91653&fccid=01b91641951e8886&vjs=3,Hudson River Trading," 
 Identify and develop new processes within the data request process to enrich data.
 Onboard datasets using Airflow, explore data, and automate tasks using a…
","New York, NY 10005 
(Financial District area)
+6 locations","Posted
Posted 30+ days ago",4.0,2023-03-13
data,,Planner Climate Data Science,https://www.indeed.com/rc/clk?jk=75328ee278c7b732&fccid=0cc7e6bf8ac0b24f&vjs=3,Metropolitan Transportation Authority," 
 Utilize data visualization tools, including GIS and dashboards.
 Utilize large databases, including asset assessments, asset inventories, regional planning…
","Manhattan, NY
+4 locations","Posted
Posted 30+ days ago",4.0,2023-03-13
data,,Data Visualization and Report Developer,https://www.indeed.com/rc/clk?jk=0091207313bbc3db&fccid=3aaabf5c54e51db9&vjs=3,Massachusetts General Hospital(MGH)," 
 Demonstrated experience with data warehouse design.
 Familiarity in modeling/data sciences languages.
 Identify and implement data efficiency and visualization…
","Hybrid remote in Boston, MA 02114","Posted
Posted 6 days ago",4.2,2023-03-13
data,,Data Engineer,https://www.indeed.com/company/Strivernet-RPO-Services-Ltd/jobs/Data-Engineer-a9c87537b60bfab6?fccid=12c11efe2739ca13&vjs=3,Strivernet RPO Services Ltd," 
 *Demonstrated ability to work on large data sets*.
 6. 2 years experience of using *statistics for data modeling and predictions*.
 ETL tools: 5 years (Required).
","Santa Clara, CA","Posted
Posted 12 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=4ecbe9900ed10c69&fccid=7c07af204e67482c&vjs=3,Teachable," 
 Assisting with data prep and statistical analyses.
 At least one year of experience in a professional role as a data or business analyst using SQL to produce…
",Remote,"Posted
Posted 30+ days ago",3.0,2023-03-13
data,,Data Quality Analyst (REMOTE),https://www.indeed.com/rc/clk?jk=f9e4fb52564d8b54&fccid=dd616958bd9ddc12&vjs=3,AgileTek Solution LLC," 
 Document data interfaces and data mappings; analyze and interpret data; conduct data sourcing activities.
 Familiarity with data stewards, data quality, data…
","Remote in Ashburn, VA 20147","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Entry Specialist,https://www.indeed.com/company/Fiorella/jobs/Data-Entry-Specialist-5957fbf3a80ed00c?fccid=7813c9190369e5a3&vjs=3,Fiorella," 
 Addressing data inconsistencies by working with the manager to locate missing data.
 Attending to data queries and reporting any major data errors to management.
","West Palm Beach, FL","Posted
Posted 3 days ago",,2023-03-13
data,,Data Engineer,https://www.indeed.com/rc/clk?jk=0a97f3407a18ca22&fccid=7dd2155986f76d16&vjs=3,Angle Health," 
 This role is ideal for entrepreneurial engineers, applied data scientists, and creative, intellectually curious thinkers that want to solve high-value problems…
",Remote,"Posted
Posted 26 days ago",,2023-03-13
data,,Data Analyst (Fully Remote),https://www.indeed.com/rc/clk?jk=db819ea86bfad27c&fccid=15d9034d33b215ec&vjs=3,"Costa Farms, LLC (CBC)"," 
 Implementation of systems to capture business operation data that ensure data quality.
 Minimum 2 years of experience with data modeling and data warehousing…
","Remote in Miami, FL 33170","Posted
Posted 11 days ago",,2023-03-13
data,,Data Specialist,https://www.indeed.com/rc/clk?jk=c18f86597a9bf3b3&fccid=8375519ea4b3480d&vjs=3,"NEW YORK EDGE, INC"," 
 The data specialist will play a critical role in assisting the Program Director and New York Edge in running reports and tracking data which details the…
","Brooklyn, NY 11237 
(Bushwick area)
+3 locations","Posted
Posted 30+ days ago",4.0,2023-03-13
data,,Care Review Processor - Data Entry Authorizations - Remote,https://www.indeed.com/rc/clk?jk=64a165c70dd57be0&fccid=61b6afe09a420e77&vjs=3,Molina Healthcare," 
 Provides telephone, clerical, and data entry support for the Care Review team.
 Currently looking for healthcare administrative professionals with excellent…
","Remote in Long Beach, CA 90802","Posted
Posted 30+ days ago",3.2,2023-03-13
data,,Data Scientist,"https://www.indeed.com/company/Abundiant,-LLC/jobs/Data-Scientist-33e7133cf4bbb32e?fccid=830094afab0bcde4&vjs=3","Abundiant, LLC"," 
 Experience working with travel vendors and travel data, a plus, but not required.
 Strong ability to present data-focused insights, visualizations, solutions,…
","Remote in Houston, TX","Employer
Active 1 day ago",,2023-03-13
data,,Data Analyst I – Data Services,https://www.indeed.com/rc/clk?jk=80e071ea0b2a8aa6&fccid=dd616958bd9ddc12&vjs=3,"Affinaquest Technologies, LLC"," 
 10+ years in data warehousing, data quality, lifecycle hygiene, analytics, and CRM.
 The best candidate will support operations and conducts data analytics…
",Remote,"Posted
Posted 26 days ago",,2023-03-13
data,,Technology Sales Representative - Data & AI - Northeast,https://www.indeed.com/rc/clk?jk=7f80a016e86cdd11&fccid=de71a49b535e21cb&vjs=3,IBM," 
 When it comes to data management and analysis, our prospective clients have massive challenges.
 As a Brand Sales Specialist you'll work closely with clients to…
","Armonk, NY
+5 locations","Posted
Posted 30+ days ago",3.9,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=8117ed2afce099f9&fccid=ab36df254072e332&vjs=3,The Legal Aid Society," 
 Experience visualizing SQL (or other data source) data using Tableau, Power BI or other data visualization tools.
 PowerShell scripting is a strong plus.
","New York, NY 10038 
(Financial District area)","Posted
Posted 14 days ago",4.3,2023-03-13
data,,Data Analytics Apprenticeship (Graduate),https://www.indeed.com/rc/clk?jk=3d01a08fa701e8e0&fccid=67f67056564a5eeb&vjs=3,"Lockton, Inc."," 
 Extract, transform and analyze data through various data sourcing and automation tools for better reporting purposes.
 Expert PPT and Excel skills.
","Dallas, TX 75201 
(Downtown area)
+1 location","Posted
Posted 19 days ago",3.9,2023-03-13
data,,Senior Data Engineer,https://www.indeed.com/company/Ensemble-Health-Partners/jobs/Senior-Data-Engineer-93471b6602fdbd24?fccid=1b19c6d163b9bf2c&vjs=3,Ensemble Health Partners," 
 Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes…
",Remote,"Employer
Active 3 days ago",3.3,2023-03-13
data,,Clinical Data Abstractor,https://www.indeed.com/company/Ascension/jobs/Clinical-Data-Abstractor-e4a7373816746243?fccid=ae24f29d22570194&vjs=3,Ascension," 
 Identify and communicate trends in clinical data to leadership.
 *Performs clinical data abstraction and utilizes specialty databases*.
","+1 location
Remote","Posted
Posted 30+ days ago",3.6,2023-03-13
data,,Data Associate,https://www.indeed.com/rc/clk?jk=2a0cb2fc50cc2d41&fccid=f0e44c4656f3fccb&vjs=3,Liberty Source," 
 Interpret data for its content and usefulness.
 Use specialized software to label data in multiple formats.
 Make decisions regarding the value and significance…
","Hampton, VA 23651 
(Phoebus area)","Posted
Posted 3 days ago",2.9,2023-03-13
data,,Product Manager - Data Integration and Automations,https://www.indeed.com/rc/clk?jk=9638806ceb006e67&fccid=c74820549fd8456b&vjs=3,Workiva," 
 Previous experience working with APIs or knowledge and/or data integration concepts are a plus.
 Product Managers will be responsible for identifying the…
",Remote,"Posted
Posted 19 days ago",4.1,2023-03-13
data,,Data Engineer,https://www.indeed.com/rc/clk?jk=f6fc4fda31c7fda4&fccid=525f40c7254174c7&vjs=3,Stytch," 
 Championing data-driven insights - you see data analytics and observability as a product critical to success.
 3+ years as a data or backend engineer.
","New York, NY
+2 locations","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Scientist,https://www.indeed.com/company/Hanker-Solutions-Pvt.Ltd/jobs/Data-Scientist-6c6a812eb5277b07?fccid=1545110374fc489e&vjs=3,Hanker Solutions Pvt.Ltd," 
 A master’s degree from an accredited college or university in public health, science, or social science with concentration in epidemiology, biostatist.
",Remote,"Employer
Active 4 days ago",,2023-03-13
data,,Head of Data Science,https://www.indeed.com/rc/clk?jk=aaaaacf43f1c4e8e&fccid=caa54e7c6c4efc29&vjs=3,Citizen," 
 Strong communication skills: ability to tell a story with data and adjust communication based on audience understanding of data.
","Remote in New York, NY","Posted
Posted 26 days ago",,2023-03-13
data,,Associate Data Scientist - Personalization,https://www.indeed.com/rc/clk?jk=47326b757277c8cb&fccid=8a2e5e25a9623039&vjs=3,Universal Orlando Resort," 
 Use SQL to gather and manipulate data for analysis.
 Communicate findings to business stakeholders in order to facilitate data driven decision making.
","Orlando, FL
+2 locations","Posted
Posted 10 days ago",4.0,2023-03-13
data,,Administrator I (NC22070) (Research Data & Visualization Specialist - SSBCI),https://www.indeed.com/rc/clk?jk=61d73d77042f54f6&fccid=2d3a5aa715e90595&vjs=3,State of Maryland," 
 This position will also be responsible for scrubbing data from Clean Data and data warehouse, update data tables for annual report and economic impact analysis…
","Lanham, MD 20706","Posted
Posted 30+ days ago",3.6,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=50037d67ffb94f23&fccid=667ba717ce627077&vjs=3,Research Foundation of The City University of New...," 
 DCJ also provides technical assistance to the Mayor’s Office of Criminal Justice (MOCJ) of New York City to process administrative data and conduct criminal…
","Hybrid remote in New York, NY","Posted
Posted 30+ days ago",4.1,2023-03-13
data,,Data Entry Specialist - Remote,https://www.indeed.com/rc/clk?jk=ebba684d56332714&fccid=043e196503daac08&vjs=3,Credibly," 
 At Credibly, we leverage cutting-edge data science, technology, partner relations, and customer support to provide business owners with accelerated access to…
","Remote in Southfield, MI 48033","Posted
Posted 30+ days ago",3.4,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=4e5eaaf210eea7e9&fccid=e20e8c7094456dda&vjs=3,Procal Technologies," 
 Providing technical expertise in data storage structures, data mining, and data cleansing.
 To be responsible for the curation and validation of master data with…
",Remote,"Posted
Posted 30+ days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=3991f44325ad3abf&fccid=8b4c47d620a17ff5&vjs=3,"Cognosante, LLC"," 
 The Data Analyst will be responsible for providing senior-level support with data gathering, data management, and data analysis.
",Remote,"Posted
Posted 14 days ago",3.8,2023-03-13
data,,Senior Data Scientist,https://www.indeed.com/rc/clk?jk=cc42d89b4832c2c9&fccid=09e02654c2f26bbd&vjs=3,Recruiting From Scratch," 
 The Data Scientist’s primary responsibility will be to interpret on-chain data and provide data-driven insights that power investment decisions.
","Remote in New York, NY 10002
+126 locations","Posted
Posted 13 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=a0be3f0896e0ae88&fccid=dd616958bd9ddc12&vjs=3,Nan McKay & 38 Associates," 
 Well versed in data management concepts, data lifecycle and methodologies.
 Responsible for data profiling and ensuring data quality requirements are accurate…
",Remote,"Posted
Posted 9 days ago",,2023-03-13
data,,Data Scientist/Research Analyst,https://www.indeed.com/rc/clk?jk=289e3aced047188e&fccid=bde2032ae798a617&vjs=3,Franklin Templeton Investments," 
 Leveraging Machine Learning algorithms and unstructured data analysis to explain data trends and provide additional insights compared to conventional…
","New York, NY 10007 
(Tribeca area)","Posted
Posted 30+ days ago",4.0,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=079e2d380343d185&fccid=f08bf5f00bd99b24&vjs=3,Recruit CRM," 
 Setup best practices and agile data warehouse design processes to develop data models.
 Get yourself stuck in our data sources to build a mental map of Recruit…
",Remote,"Posted
Posted 2 days ago",,2023-03-13
data,,Data Center Migration Specialist,https://www.indeed.com/rc/clk?jk=c89f80da8bc444c2&fccid=ae24f29d22570194&vjs=3,Ascension," 
 Implements design patterns in an integrated data architecture to support end-to-end acquisition and engagement journeys to help data analytics and data…
",Remote,"Posted
Posted 11 days ago",3.6,2023-03-13
data,,Paid Bootcamp- STEM Entry Level Data Analyst and Visualization,https://www.indeed.com/company/PCS-Global-Tech/jobs/Paid-Bootcamp-2b3b1337b93905f9?fccid=78a11592f7cf25a1&vjs=3,PCS GLOBAL TECH," 
 Providing technical expertise in data storage structures, data mining, and data cleansing.
 Maintain, support, and enhance the business intelligence data backend…
","Temporarily Remote in Tampa, FL","Posted
Posted 10 days ago",,2023-03-13
data,,Data Entry Customer Service Agent,https://www.indeed.com/rc/clk?jk=5dd402fbf1cc63d8&fccid=9f6de64583775eb5&vjs=3,Virtuous," 
 Virtuous is looking a Data Entry Customer Service Agent to update and maintain information on our company databases and computer systems.
","Charlotte, NC 28202 
(Downtown Charlotte area)","Employer
Active 2 days ago",3.7,2023-03-13
data,,Data Analyst (Volpe/SCOAR),https://www.indeed.com/rc/clk?jk=c039d43ee7c890d4&fccid=c447893190c55eef&vjs=3,Changeis," 
 Experience with cleansing and preparing data.
 5+ years of experience in data analysis.
 Experience with analyzing, extracting, and aggregating structured and…
","Remote in Cambridge, MA","Posted
Posted 18 days ago",4.9,2023-03-13
data,,Data Mgmt Admin Specialist Levels 1-4,https://www.indeed.com/rc/clk?jk=db51b41be5cf715b&fccid=0cc7e6bf8ac0b24f&vjs=3,Metropolitan Transportation Authority," 
 Work with large data sets to conduct exploratory data analysis and visualization, using error metrics to assess the effectiveness and accuracy of data sources…
","New York, NY 10004 
(Financial District area)
+5 locations","Posted
Posted 5 days ago",4.0,2023-03-13
data,,Fieldwork Coordination and Data Analysis Specialist,https://www.indeed.com/rc/clk?jk=11ad26be44d0dc22&fccid=30c6e860b791f73d&vjs=3,Long Island University," 
 This data analysis role will provide staff support to a faculty committee charged with using data to monitor and improve program outcomes.
","Brooklyn, NY 11201","Posted
Posted 17 days ago",3.9,2023-03-13
data,,Data Analyst [ Remote ],https://www.indeed.com/rc/clk?jk=668ffc4ce47a260b&fccid=1eb559294c821708&vjs=3,"FFF Enterprises, Inc."," 
 Writes technical memos that document data processing decisions and summarize the quality of data.
 Develops complex data analysis, methodologies, and predictive…
",Remote,"Posted
Posted 6 days ago",3.0,2023-03-13
data,,Program Analyst,https://www.indeed.com/rc/clk?jk=d2e4afeae4cb4ee0&fccid=e29b5bcae0fda49a&vjs=3,U.S. Department of State," 
 0343 Management And Program Analysis.
 The office monitors and partners with BridgeUSA sponsors to administer the Exchange Visitor Program (EVP), including…
","Hybrid remote in Washington, DC 20520
+1 location","Posted
Posted 5 days ago",4.2,2023-03-13
